,Survived,Pclass,Age,Fare,Family_label,Ticket_Class,Sex_female,Sex_male,Embarked_C,Embarked_Q,Embarked_S,Title_Master,Title_Miss,Title_Mr,Title_Mrs,Title_Officer,Title_Royalty,Deck_A,Deck_B,Deck_C,Deck_D,Deck_E,Deck_F,Deck_G,Deck_T,Deck_U
0,0.0,3,22.0,7.25,2,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,1.0,1,38.0,71.2833,2,2,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2,1.0,3,26.0,7.925,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3,1.0,1,35.0,53.1,2,2,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
4,0.0,3,35.0,8.05,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
5,0.0,3,28.22625599477246,8.4583,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
6,0.0,1,54.0,51.8625,1,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
7,0.0,3,2.0,21.075,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,1.0,3,27.0,11.1333,2,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
9,1.0,2,14.0,30.0708,2,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
10,1.0,3,4.0,16.7,2,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
11,1.0,1,58.0,26.55,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
12,0.0,3,20.0,8.05,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
13,0.0,3,39.0,31.275,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
14,0.0,3,14.0,7.8542,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
15,1.0,2,55.0,16.0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
16,0.0,3,2.0,29.125,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17,1.0,2,32.535640595957396,13.0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
18,0.0,3,31.0,18.0,2,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
19,1.0,3,32.49434306285119,7.225,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
20,0.0,2,35.0,26.0,1,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
21,1.0,2,34.0,13.0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
22,1.0,3,15.0,8.0292,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
23,1.0,1,28.0,35.5,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
24,0.0,3,8.0,21.075,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
25,1.0,3,38.0,31.3875,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
26,0.0,3,28.22625599477246,7.225,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
27,0.0,1,19.0,263.0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
28,1.0,3,17.33372950649182,7.8792,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
29,0.0,3,28.22625599477246,7.8958,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
30,0.0,1,40.0,27.7208,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
31,1.0,1,43.11469647488398,146.5208,2,2,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
32,1.0,3,17.33372950649182,7.75,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
33,0.0,2,66.0,10.5,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
34,0.0,1,28.0,82.1708,2,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
35,0.0,1,42.0,52.0,2,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
36,1.0,3,28.22625599477246,7.2292,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
37,0.0,3,21.0,8.05,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
38,0.0,3,18.0,18.0,2,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
39,1.0,3,14.0,11.2417,2,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
40,0.0,3,40.0,9.475,2,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
41,0.0,2,27.0,21.0,2,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
42,0.0,3,28.22625599477246,7.8958,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
43,1.0,2,3.0,41.5792,2,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
44,1.0,3,19.0,7.8792,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
45,0.0,3,28.22625599477246,8.05,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
46,0.0,3,28.22625599477246,15.5,2,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
47,1.0,3,17.33372950649182,7.75,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
48,0.0,3,28.22625599477246,21.6792,2,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
49,0.0,3,18.0,17.8,2,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
50,0.0,3,7.0,39.6875,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
51,0.0,3,21.0,7.8,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
52,1.0,1,49.0,76.7292,2,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
53,1.0,2,29.0,26.0,2,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
54,0.0,1,65.0,61.9792,2,2,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
55,1.0,1,41.51911940270861,35.5,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
56,1.0,2,21.0,10.5,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
57,0.0,3,28.5,7.2292,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
58,1.0,2,5.0,27.75,2,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
59,0.0,3,11.0,46.9,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
60,0.0,3,22.0,7.2292,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
61,1.0,1,38.0,80.0,1,2,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
62,0.0,1,45.0,83.475,2,2,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
63,0.0,3,4.0,27.9,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
64,0.0,1,41.51911940270861,27.7208,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
65,1.0,3,6.035598611570745,15.2458,2,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
66,1.0,2,29.0,10.5,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
67,0.0,3,19.0,8.1583,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
68,1.0,3,17.0,7.925,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
69,0.0,3,26.0,8.6625,2,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
70,0.0,2,32.0,10.5,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
71,0.0,3,16.0,46.9,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
72,0.0,2,21.0,73.5,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
73,0.0,3,26.0,14.4542,2,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
74,1.0,3,32.0,56.4958,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
75,0.0,3,25.0,7.65,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
76,0.0,3,28.22625599477246,7.8958,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
77,0.0,3,28.22625599477246,8.05,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
78,1.0,2,0.83,29.0,2,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
79,1.0,3,30.0,12.475,1,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
80,0.0,3,22.0,9.0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
81,1.0,3,29.0,9.5,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
82,1.0,3,17.33372950649182,7.7875,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
83,0.0,1,28.0,47.1,1,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
84,1.0,2,17.0,10.5,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
85,1.0,3,33.0,15.85,2,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
86,0.0,3,16.0,34.375,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
87,0.0,3,28.22625599477246,8.05,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
88,1.0,1,23.0,263.0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
89,0.0,3,24.0,8.05,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
90,0.0,3,29.0,8.05,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
91,0.0,3,20.0,7.8542,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
92,0.0,1,46.0,61.175,2,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
93,0.0,3,26.0,20.575,2,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
94,0.0,3,59.0,7.25,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
95,0.0,3,28.22625599477246,8.05,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
96,0.0,1,71.0,34.6542,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
97,1.0,1,23.0,63.3583,2,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
98,1.0,2,34.0,23.0,2,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
99,0.0,2,34.0,26.0,2,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
100,0.0,3,28.0,7.8958,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
101,0.0,3,28.22625599477246,7.8958,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
102,0.0,1,21.0,77.2875,2,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
103,0.0,3,33.0,8.6542,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
104,0.0,3,37.0,7.925,2,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
105,0.0,3,28.0,7.8958,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
106,1.0,3,21.0,7.65,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
107,1.0,3,28.22625599477246,7.775,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
108,0.0,3,38.0,7.8958,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
109,1.0,3,17.33372950649182,24.15,2,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
110,0.0,1,47.0,52.0,1,2,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
111,0.0,3,14.5,14.4542,2,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
112,0.0,3,22.0,8.05,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
113,0.0,3,20.0,9.825,2,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
114,0.0,3,17.0,14.4583,1,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
115,0.0,3,21.0,7.925,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
116,0.0,3,70.5,7.75,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
117,0.0,2,29.0,21.0,2,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
118,0.0,1,24.0,247.5208,2,2,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
119,0.0,3,2.0,31.275,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
120,0.0,2,21.0,73.5,2,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
121,0.0,3,28.22625599477246,8.05,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
122,0.0,2,32.5,30.0708,2,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
123,1.0,2,32.5,13.0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
124,0.0,1,54.0,77.2875,2,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
125,1.0,3,12.0,11.2417,2,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
126,0.0,3,28.22625599477246,7.75,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
127,1.0,3,24.0,7.1417,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
128,1.0,3,17.33372950649182,22.3583,2,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
129,0.0,3,45.0,6.975,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
130,0.0,3,33.0,7.8958,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
131,0.0,3,20.0,7.05,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
132,0.0,3,47.0,14.5,2,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
133,1.0,2,29.0,26.0,2,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
134,0.0,2,25.0,13.0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
135,0.0,2,23.0,15.0458,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
136,1.0,1,19.0,26.2833,2,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
137,0.0,1,37.0,53.1,2,2,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
138,0.0,3,16.0,9.2167,1,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
139,0.0,1,24.0,79.2,1,2,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
140,0.0,3,32.49434306285119,15.2458,2,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
141,1.0,3,22.0,7.75,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
142,1.0,3,24.0,15.85,2,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
143,0.0,3,19.0,6.75,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
144,0.0,2,18.0,11.5,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
145,0.0,2,19.0,36.75,2,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
146,1.0,3,27.0,7.7958,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
147,0.0,3,9.0,34.375,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
148,0.0,2,36.5,26.0,2,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
149,0.0,2,42.0,13.0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
150,0.0,2,51.0,12.525,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
151,1.0,1,22.0,66.6,2,2,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
152,0.0,3,55.5,8.05,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
153,0.0,3,40.5,14.5,2,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
154,0.0,3,28.22625599477246,7.3125,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
155,0.0,1,51.0,61.3792,2,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
156,1.0,3,16.0,7.7333,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
157,0.0,3,30.0,8.05,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
158,0.0,3,28.22625599477246,8.6625,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
159,0.0,3,6.035598611570745,69.55,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
160,0.0,3,44.0,16.1,2,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
161,1.0,2,40.0,15.75,1,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
162,0.0,3,26.0,7.775,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
163,0.0,3,17.0,8.6625,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
164,0.0,3,1.0,39.6875,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
165,1.0,3,9.0,20.525,2,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
166,1.0,1,43.11469647488398,55.0,2,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
167,0.0,3,45.0,27.9,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
168,0.0,1,41.51911940270861,25.925,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
169,0.0,3,28.0,56.4958,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
170,0.0,1,61.0,33.5,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
171,0.0,3,4.0,29.125,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
172,1.0,3,1.0,11.1333,2,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
173,0.0,3,21.0,7.925,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
174,0.0,1,56.0,30.6958,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
175,0.0,3,18.0,7.8542,2,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
